Text_ID,Text
80320230,스킬 책갈피: 방귀 대포
80320231,스킬 책갈피: 슬랩스틱 존
80320232,스킬 책갈피: 파이 던지기
80320233,스킬 책갈피: 로켓 발사 실패
80320234,스킬 책갈피: 고무줄 총
80320235,스킬 책갈피: 관중의 야유
80320236,스킬 책갈피: 풍선 껌
80320237,스킬 책갈피: 개척자의 깃발
80320238,스킬 책갈피: 부메랑 던지기
80320239,스킬 책갈피: 고대 유물
80320240,스킬 책갈피: 나침반의 인도
80320241,스킬 책갈피: 낙석 주의
80320242,스킬 책갈피: 채찍 휘두르기
80320243,스킬 책갈피: 유적의 저주
80320244,스킬 책갈피: 황금 열쇠
80320245,스킬 책갈피: 다이너마이트
80320246,스킬 책갈피: 전설의 지팡이
80320247,스킬 책갈피: 돋보기 광선
80320248,스킬 책갈피: 범인의 흔적
80320249,스킬 책갈피: 최면 시계
80320250,스킬 책갈피: 봉인된 증거
80320251,스킬 책갈피: 추리 노트
80320252,스킬 책갈피: 의문의 예고장
80320253,스킬 책갈피: 암호해독
80320254,스킬 책갈피: 마취침
80320255,스킬 책갈피: 현장 보존
80320256,스킬 책갈피: 트릭 와이어
80320257,스킬 책갈피: 범인은 이안에
80320258,스킬 책갈피: 미스터리 서클
80320259,스킬 책갈피: 불은빛의 축제
80320260,스킬 책갈피: 악몽의 그림자
80320261,스킬 책갈피: 저주받은 인형
80320262,스킬 책갈피: 피 웅덩이
80320263,스킬 책갈피: 심장마비
80320264,스킬 책갈피: 단두대
80320265,스킬 책갈피: 검은 머리카락
80320266,스킬 책갈피: 깜짝 카메라
80320267,스킬 책갈피: 데스노트
80320268,스킬 책갈피: 관통력 증가
80320269,스킬 책갈피: 파편화
80320270,스킬 책갈피: 마력 범위 확대
80320271,스킬 책갈피: 마력 농도 강화
80320272,스킬 책갈피: 동시주문
80320273,스킬 책갈피: 연속 발사
80320274,스킬 책갈피: 마력의 흔적
80320275,스킬 책갈피: 마력 유지효율 증가
80320276,스킬 책갈피: 탄성 유지
80320277,스킬 책갈피: 고속 투사체
80320278,책갈피: 공격 속도 증가
80320279,책갈피: 치명타 증가
80320280,책갈피: 치명타 확률 증가
80320281,책갈피: 치명타 피해 증가
80320282,책갈피: 로맨스 속성 강화
80320283,책갈피: 모험 속성 강화
80320284,책갈피: 코미디 속성 강화
80320285,책갈피: 추리 속성 강화
80320286,책갈피: 공포 속성 강화
80320287,책갈피: 쿨타임 감소
80320288,책갈피: 시전 속도 감소
80320289,책갈피: 발사체 속도 증가
80320290,책갈피: 아이템 획득 확률 증가
80320291,책갈피: 골드 획득량 증가
80320292,책갈피: 파견 시간 감소
80320293,책갈피: 적 공격력 감소
80320294,책갈피: 적 공격 속도 감소
80320295,책갈피: 적 이동 속도 감소
80320296,책갈피: 보스 데미지 증가
80320297,스킬 책갈피: 관통력증가
80320298,스킬 책갈피: 파편화
80320299,스킬 책갈피: 마력범위확대
80320300,스킬 책갈피: 마력농도강화
80320301,스킬 책갈피: 동시주문
80320302,스킬 책갈피: 연속발사
80320303,스킬 책갈피: 마력의흔적
80320304,스킬 책갈피: 마력유지효율증가
80320305,스킬 책갈피: 탄성유지
80320306,스킬 책갈피: 고속투사체
80320307,스킬 책갈피: 마력증폭
80320308,스킬 책갈피: 신속시전
80320309,스킬 책갈피: 치명적일격
80320310,스킬 책갈피: 효과지속증가
80320311,스킬 책갈피: 효과량증가
80320312,스킬 책갈피: 맹독
80320313,스킬 책갈피: 부식
80320314,스킬 책갈피: 집중
80320315,스킬 책갈피: 연쇄폭발
80320316,스킬 책갈피: 은폐설치
80320317,스킬 책갈피: 처형
80320318,스킬 책갈피: 집중력
80320319,스킬 책갈피: 약화
80350320,일반 공격 속도 증가
80350321,고급 공격 속도 증가
80350322,유니크 공격 속도 증가
80350323,전설 공격 속도 증가
80350324,신화 공격 속도 증가
80350325,일반 치명타 증가
80350326,고급 치명타 증가
80350327,유니크 치명타 증가
80350328,전설 치명타 증가
80350329,신화 치명타 증가
80350330,일반 치명타 확률 증가
80350331,고급 치명타 확률 증가
80350332,유니크 치명타 확률 증가
80350333,전설 치명타 확률 증가
80350334,신화 치명타 확률 증가
80350335,일반 치명타 피해 증가
80350336,고급 치명타 피해 증가
80350337,유니크 치명타 피해 증가
80350338,전설 치명타 피해 증가
80350339,신화 치명타 피해 증가
80350340,일반 로맨스 속성 강화
80350341,고급 로맨스 속성 강화
80350342,유니크 로맨스 속성 강화
80350343,전설 로맨스 속성 강화
80350344,신화 로맨스 속성 강화
80350345,일반 모험 속성 강화
80350346,고급 모험 속성 강화
80350347,유니크 모험 속성 강화
80350348,전설 모험 속성 강화
80350349,신화 모험 속성 강화
80350350,일반 코미디 속성 강화
80350351,고급 코미디 속성 강화
80350352,유니크 코미디 속성 강화
80350353,전설 코미디 속성 강화
80350354,신화 코미디 속성 강화
80350355,일반 추리 속성 강화
80350356,고급 추리 속성 강화
80350357,유니크 추리 속성 강화
80350358,전설 추리 속성 강화
80350359,신화 추리 속성 강화
80350360,일반 공포 속성 강화
80350361,고급 공포 속성 강화
80350362,유니크 공포 속성 강화
80350363,전설 공포 속성 강화
80350364,신화 공포 속성 강화
80350365,일반 쿨타임 감소
80350366,고급 쿨타임 감소
80350367,유니크 쿨타임 감소
80350368,전설 쿨타임 감소
80350369,신화 쿨타임 감소
80350370,일반 시전 속도 감소
80350371,고급 시전 속도 감소
80350372,유니크 시전 속도 감소
80350373,전설 시전 속도 감소
80350374,신화 시전 속도 감소
80350375,일반 발사체 속도 증가
80350376,고급 발사체 속도 증가
80350377,유니크 발사체 속도 증가
80350378,전설 발사체 속도 증가
80350379,신화 발사체 속도 증가
80350380,일반 아이템 획득 확률 증가
80350381,고급 아이템 획득 확률 증가
80350382,유니크 아이템 획득 확률 증가
80350383,전설 아이템 획득 확률 증가
80350384,신화 아이템 획득 확률 증가
80350385,일반 골드 획득량 증가
80350386,고급 골드 획득량 증가
80350387,유니크 골드 획득량 증가
80350388,전설 골드 획득량 증가
80350389,신화 골드 획득량 증가
80350390,일반 파견 시간 감소
80350391,고급 파견 시간 감소
80350392,유니크 파견 시간 감소
80350393,전설 파견 시간 감소
80350394,신화 파견 시간 감소
80350395,일반 적 공격력 감소
80350396,고급 적 공격력 감소
80350397,유니크 적 공격력 감소
80350398,전설 적 공격력 감소
80350399,신화 적 공격력 감소
80350400,일반 적 공격 속도 감소
80350401,고급 적 공격 속도 감소
80350402,유니크 적 공격 속도 감소
80350403,전설 적 공격 속도 감소
80350404,신화 적 공격 속도 감소
80350405,일반 적 이동 속도 감소
80350406,고급 적 이동 속도 감소
80350407,유니크 적 이동 속도 감소
80350408,전설 적 이동 속도 감소
80350409,신화 적 이동 속도 감소
80350410,일반 보스 데미지 증가
80350411,고급 보스 데미지 증가
80350412,유니크 보스 데미지 증가
80350413,전설 보스 데미지 증가
80350414,신화 보스 데미지 증가
80340415,공격력 증가
80340416,공격 속도 증가
80340417,치명타 증가
80340418,치명타 확률 증가
80340419,치명타 피해 증가
80340420,로맨스 속성 강화
80340421,모험 속성 강화
80340422,코미디 속성 강화
80340423,추리 속성 강화
80340424,공포 속성 강화
80340425,쿨타임 감소
80340426,시전 속도 감소
80340427,발사체 속도 증가
80340428,아이템 획득 확률 증가
80340429,골드 획득량 증가
80340430,파견 시간 감소
80340431,적 공격력 감소
80340432,적 공격 속도 감소
80340433,적 이동 속도 감소
80340434,보스 데미지 증가
800435,0
800436,0
800437,0
800438,0
800439,0
800440,0
800441,0
800442,0
800443,0
800444,0
800445,0
800446,0
800447,0
800448,0
800449,0
800450,0
800451,0
800452,0
800453,0
800454,0
800455,0
800456,0
800457,0
800458,0
800459,0
800460,0
800461,0
800462,0
800463,0
800464,0
800465,0
800466,0
800467,0
800468,0
800469,0
800470,0
800471,0
800472,0
800473,0
800474,0
800475,0
800476,0
800477,0
800478,0
800479,0
800480,0
800481,0
800482,0
800483,0
800484,0
800485,0
800486,0
800487,0
800488,0
800489,0
800490,0
800491,0
800492,0
800493,0
800494,0
800495,0
800496,0
800497,0
800498,0
800499,0
800500,0
800501,0
800502,0
800503,0
800504,0
800505,0
800506,0
800507,0
800508,0
800509,0
800510,0
800511,0
800512,0
800513,0
800514,0
800515,0
800516,0
800517,0
800518,0
800519,0
800520,0
800521,0
800522,0
800523,0
800524,0
800525,0
800526,0
800527,0
800528,0
800529,0
800530,0
800531,0
800532,0
800533,0
800534,0
800535,0
800536,0
800537,0
800538,0
800539,0
800540,0
800541,0
800542,0
800543,0
800544,0
800545,0
800546,0
800547,0
800548,0
800549,0
800550,0
800551,0
800552,0
800553,0
800554,0
800555,0
800556,0
800557,0
800558,0
800559,0
800560,0
800561,0
800562,0
800563,0
800564,0
800565,0
800566,0
800567,0
800568,0
800569,0
800570,0
800571,0
800572,0
800573,0
800574,0
800575,0
800576,0
800577,0
800578,0
800579,0
800580,0
800581,0
800582,0
800583,0
800584,0
800585,0
800586,0
800587,0
800588,0
800589,0
800590,0
800591,0
800592,0
800593,0
800594,0
800595,0
800596,0
800597,0
800598,0
800599,0
800600,0
800601,0
800602,0
800603,0
800604,0
800605,0
800606,0
800607,0
800608,0
800609,0
800610,0
800611,0
800612,0
800613,0
800614,0
800615,0
800616,0
800617,0
800618,0
800619,0
800620,0
800621,0
800622,0
800623,0
800624,0
800625,0
800626,0
800627,0
800628,0
800629,0
800630,0
800631,0
800632,0
800633,0
800634,0
800635,0
800636,0
800637,0
800638,0
800639,0
800640,0
800641,0
800642,0
800643,0
800644,0
800645,0
800646,0
800647,0
800648,0
800649,0
800650,0
800651,0
800652,0
800653,0
800654,0
800655,0
800656,0
800657,0
800658,0
800659,0
800660,0
800661,0
800662,0
800663,0
800664,0
800665,0
800666,0
800667,0
800668,0
800669,0
800670,0
800671,0
800672,0
800673,0
800674,0
800675,0
800676,0
800677,0
800678,0
800679,0
800680,0
800681,0
800682,0
800683,0
800684,0
800685,0
800686,0
800687,0
800688,0
800689,0
800690,0
800691,0
800692,0
800693,0
800694,0
800695,0
800696,0
800697,0
800698,0
800699,0
800700,0
800701,0
800702,0
800703,0
800704,0
800705,0
800706,0
800707,0
800708,0
800709,0
800710,0
800711,0
800712,0
800713,0
800714,0
800715,0
800716,0
800717,0
800718,0
800719,0
800720,0
800721,0
800722,0
800723,0
800724,0
800725,0
800726,0
800727,0
800728,0
800729,0
800730,0
800731,0
800732,0
800733,0
800734,0
800735,0
800736,0
800737,0
800738,0
800739,0
800740,0
800741,0
800742,0
800743,0
800744,0
800745,0
800746,0
800747,0
800748,0
800749,0
800750,0
800751,0
800752,0
800753,0
800754,0
800755,0
800756,0
800757,0
800758,0
800759,0
800760,0
800761,0
800762,0
800763,0
800764,0
800765,0
800766,0
800767,0
800768,0
800769,0
800770,0
800771,0
800772,0
800773,0
800774,0
800775,0
800776,0
800777,0
800778,0
800779,0
800780,0
800781,0
800782,0
800783,0
800784,0
800785,0
800786,0
800787,0
800788,0
800789,0
800790,0
800791,0
800792,0
800793,0
800794,0
800795,0
800796,0
800797,0
800798,0
800799,0
800800,0
